Placa,Codigo Verificacion Placa,Fecha_Emision,Año.del.Permiso,Pago Fisico,Cuotas Permiso,Codigo_SII,Comuna_Propietario,Comuna_Permiso,Valor_Contado,Total_a_Pagar,Año_Fabricacion,TipoVehiculo,Marca,Modelo,Cilindrada,Equipamiento,Combustible,Transmision,Tonelaje,Comuna_Anterior,Comuna_Anterior,Comuna_rev,Fecha_Vencimiento
NG-3469,7,2021-03-27,2021,Pagado internet,Total,CT050003795,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,1995,CAMIONETA,CHEVROLET,LUV 2.3 D/C,2300,Norm,Benc,Mec,500,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
FXPB-41,0,2021-03-19,2021,Pagado internet,Total,SU111009613,RIO IBAÑEZ,RIO IBAÑEZ,28852,28852,2013,STATION WAGON,HYUNDAI,TUCSON LM 2.0GL 2WD AC 2AB,2000,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HU-5830,6,2021-04-09,2021,Pagado internet,Total,CT235001590,RIO IBAÑEZ,RIO IBAÑEZ,25489,25923,1990,CAMIONETA,TOYOTA,HILUX C/S 4WD,2200,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
TA-1643,5,2021-03-31,2021,Pagado internet,Total,CT160002099,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,1999,CAMIONETA,MAZDA,B2600 CAB PLUS SDX 4WD,2600,Full,Benc,Mec,500,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JDXH-71,5,2021-03-31,2021,Pagado internet,1ra. Cuota,CT166006516,RIO IBAÑEZ,RIO IBAÑEZ,67567,33783,2016,CAMIONETA,MITSUBISHI,L200,2400,Equi,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
JDXK-58,0,2021-03-30,2021,Pagado internet,Total,HB235006217,RIO IBAÑEZ,RIO IBAÑEZ,37439,37439,2017,STATION WAGON,TOYOTA,RUSH 4X4 1.5,1500,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
CVHH-12,5,2021-07-05,2021,Pagado internet,Total,CT166005311,RIO IBAÑEZ,RIO IBAÑEZ,28102,30145,2011,CAMIONETA,MITSUBISHI,L200,3200,Equi,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
GSBB-39,K,2021-03-02,2021,Pagado internet,Total,SU229025115,RIO IBAÑEZ,RIO IBAÑEZ,32279,32279,2015,STATION WAGON,SUZUKI,GRAND NOMADE GLX SPORT 4X2 E4,2400,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
XD-3060,7,2021-04-26,2021,Pagado internet,Total,VN166002603,RIO IBAÑEZ,RIO IBAÑEZ,28712,25923,2003,JEEP,MITSUBISHI,MONTERO SPORT GL,3000,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
XX-4583,4,2021-04-05,2021,Pagado internet,Total,SU176001691,RIO IBAÑEZ,RIO IBAÑEZ,25489,25923,1991,JEEP,NISSAN,TERRANO 4WD,2400,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
DLJV-80,0,2021-05-12,2021,Pagado internet,Total,CT154001912,RIO IBAÑEZ,RIO IBAÑEZ,25489,26411,2012,CAMIONETA,MAHINDRA,PIK-UP,2200,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
DXVW-39,4,2021-05-25,2021,Pagado internet,Total,CT091002313,RIO IBAÑEZ,RIO IBAÑEZ,25489,26411,2013,CAMIONETA,GREAT WALL,WINGLE5 2.2 4X4 SEP,2200,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HTPP-37,K,2021-03-31,2021,Pagado internet,1ra. Cuota,SU197007016,RIO IBAÑEZ,RIO IBAÑEZ,37128,18564,2016,STATION WAGON,RENAULT,DUSTER DYNAMIQUE 4X4 MT CAMARA,2000,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
JGSK-30,8,2021-04-05,2021,Pagado internet,Total,SU111005606,RIO IBAÑEZ,RIO IBAÑEZ,25489,25923,2006,STATION WAGON,HYUNDAI,SANTA FE,2200,Full,Dies,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JTDG-65,7,2021-03-31,2021,Pagado internet,Total,HB160001404,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2004,AUTOMOVIL,MAZDA,323 HB GLX,1600,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JXGX-27,1,2021-03-11,2021,Pagado internet,Total,CT159000217,RIO IBAÑEZ,RIO IBAÑEZ,38776,38776,2017,CAMIONETA,MAXUS,T60,2800,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
KBGJ-92,8,2021-04-07,2021,Pagado internet,Total,VN176007017,RIO IBAÑEZ,RIO IBAÑEZ,70842,72049,2017,STATION WAGON,NISSAN,X-TRAIL SENSE CVT,2500,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HSGZ-50,7,2021-03-31,2021,Pagado internet,1ra. Cuota,CT235014416,RIO IBAÑEZ,RIO IBAÑEZ,107878,53940,2016,CAMIONETA,TOYOTA,HI LUX 4X4 2.4,2400,FULL,MEC,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
HSGZ-50,7,2021-09-28,2021,Pagado internet,2da. Cuota,CT235014416,RIO IBAÑEZ,RIO IBAÑEZ,107878,55903,2016,CAMIONETA,TOYOTA,HI LUX 4X4 2.4,2400,FULL,MEC,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LZBL-74,0,2021-03-31,2021,Pagado internet,Total,SU176017305,RIO IBAÑEZ,RIO IBAÑEZ,29368,25489,2005,STATION WAGON,NISSAN,X-TRAIL,2500,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
NB-7630,3,2021-03-31,2021,Pagado internet,Total,SU229001895,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,1995,JEEP,SUZUKI,VITARA,1600,Norm,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
KHYS-93,K,2021-05-19,2021,Pagado internet,Total,CT235011406,RIO IBAÑEZ,RIO IBAÑEZ,25489,26411,2006,CAMIONETA,TOYOTA,TACOMA DOBLE CABINA 4X4 AUT,3000,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HKZS-96,1,2021-04-26,2021,Pagado internet,Total,CT166006516,RIO IBAÑEZ,RIO IBAÑEZ,67567,68717,2016,CAMIONETA,MITSUBISHI,L200 KATANA CRM,2400,Equi,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HJSP-80,9,2021-04-01,2021,Pagado internet,Total,CT166006616,RIO IBAÑEZ,RIO IBAÑEZ,72607,73843,2016,CAMIONETA,MITSUBISHI,L200 KATANA CRT,2400,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
GJRH-41,7,2021-03-30,2021,Pagado internet,Total,CT094000514,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2014,CAMIONETA,HAFEI,MINITRUCK C/D LARGA,1100,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
BHGP-62,9,2021-03-31,2021,Pagado internet,Total,CT050026008,RIO IBAÑEZ,RIO IBAÑEZ,25489,32279,2008,CAMIONETA,CHEVROLET,LUV,3000,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HCZH-83,1,2021-03-30,2021,Pagado internet,Total,SD050019905,RIO IBAÑEZ,RIO IBAÑEZ,50960,50960,2005,AUTOMOVIL,CHEVROLET,CORVETTE 6.0,2000,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
CKPP-22,5,2021-03-31,2021,Pagado internet,Total,VN111007502,RIO IBAÑEZ,RIO IBAÑEZ,27398,25489,2002,STATION WAGON,HYUNDAI,TERRACAN GL DSL,2500,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
DDCB-62,2,2021-03-31,2021,Pagado internet,Total,SD111003900,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2000,AUTOMOVIL,HYUNDAI,ELANTRA 1.8 GLS,1800,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
WK-3419,8,2021-07-30,2021,Pagado internet,Total,CT166004307,RIO IBAÑEZ,RIO IBAÑEZ,25489,27343,2007,CAMIONETA,MITSUBISHI,L200,2500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JXHB-72,4,2021-04-16,2021,Pagado internet,Total,SU018000318,RIO IBAÑEZ,RIO IBAÑEZ,31153,31682,2018,STATION WAGON,BAIC,X25,1500,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
CKKD-89,9,2021-03-31,2021,Pagado internet,Total,CT176028010,RIO IBAÑEZ,RIO IBAÑEZ,26019,26019,2010,CAMIONETA,NISSAN,TERRANO DC TDI 4X4 DX SV ABS,2500,Norm,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
FTBY-92,1,2021-04-09,2021,Pagado internet,Total,CT235013413,RIO IBAÑEZ,RIO IBAÑEZ,179593,182651,2013,CAMIONETA,TOYOTA,HILUX,3000,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
GCVK-34,0,2021-03-31,2021,Pagado internet,Total,SU111006207,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2007,STATION WAGON,HYUNDAI,SANTA FE CM GLS AT CRDI,2200,Full,Dies,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
CFVR-81,2,2021-08-27,2021,Pagado internet,Total,SU132004306,RIO IBAÑEZ,RIO IBAÑEZ,25489,27757,2006,STATION WAGON,KIA MOTORS,SORENTO EX 3.5 AT,3500,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
CWFW-61,7,2021-03-31,2021,Pagado internet,Total,CT050028911,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2011,CAMIONETA,CHEVROLET,D-MAX,3000,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
XV-1869,1,2021-04-05,2021,Pagado internet,Total,CT176019804,RIO IBAÑEZ,RIO IBAÑEZ,25489,25923,2004,CAMIONETA,NISSAN,TERRANO DX 4X4 L4503,2400,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HJSP-25,6,2021-03-31,2021,Pagado internet,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,53859,53859,2016,MINIBUS PARTICULAR,JAC,SUNRAY 2.8,2800,EQUI,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
FGPP-96,2,2021-04-12,2021,Pagado internet,Total,CT235013313,RIO IBAÑEZ,RIO IBAÑEZ,47760,48574,2013,CAMIONETA,TOYOTA,HILUX DIESEL 4X4,2500,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
XG-9482,K,2021-04-09,2021,Pagado internet,Total,SU229015204,RIO IBAÑEZ,RIO IBAÑEZ,25489,25923,2004,STATION WAGON,SUZUKI,GRAND NOMADE,2000,Equi,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LKFG-50,K,2021-03-30,2021,Pagado internet,Total,CT160012019,RIO IBAÑEZ,RIO IBAÑEZ,130614,130614,2019,CAMIONETA,MAZDA,BT50,2200,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JKRT-43,2,2021-03-22,2021,Pagado internet,Total,CT077003017,RIO IBAÑEZ,RIO IBAÑEZ,98947,98947,2017,CAMIONETA,FIAT,FULLBACK,2400,Full,Diés,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
KGVZ-46,5,2021-03-31,2021,Pagado internet,Total,HB229007805,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2005,AUTOMOVIL,SUZUKI,SWIFT,1300,Equi,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HGSX-11,1,2021-03-31,2021,Pagado internet,Total,HB235002405,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2005,AUTOMOVIL,TOYOTA,VITZ,1300,Norm,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
CPTV-21,4,2021-03-31,2021,Pagado internet,1ra. Cuota,SU111006908,RIO IBAÑEZ,RIO IBAÑEZ,25489,12745,2008,STATION WAGON,HYUNDAI,SANTA FE,2200,Full,Diés,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
CPTV-21,4,2021-09-06,2021,Pagado internet,2da. Cuota,SU111006908,RIO IBAÑEZ,RIO IBAÑEZ,25489,13209,2008,STATION WAGON,HYUNDAI,SANTA FE,2200,Full,Diés,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
FXF-026,2,2021-03-11,2021,Pagado internet,Total,MT236004217,RIO IBAÑEZ,RIO IBAÑEZ,35818,35818,2017,MOTO,TRIUMPH,TIGER,800,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
DLTB-31,0,2021-03-31,2021,Pagado internet,1ra. Cuota,CT235013312,RIO IBAÑEZ,RIO IBAÑEZ,42495,21248,2012,CAMIONETA,TOYOTA,HILUX,2500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-08-31 00:00:00.000
ZF-5815,8,2021-04-05,2021,Pagado internet,Total,VN166001397,RIO IBAÑEZ,RIO IBAÑEZ,25489,25923,1997,STATION WAGON,MITSUBISHI,MONTERO,2500,FULL,DIES,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JRJP-40,2,2021-04-05,2021,Pagado internet,Total,SU176014503,RIO IBAÑEZ,RIO IBAÑEZ,26824,25923,2003,STATION WAGON,NISSAN,X-TRAIL XL 218,2200,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HYRL-16,3,2021-04-05,2021,Pagado internet,Total,CT166006716,RIO IBAÑEZ,RIO IBAÑEZ,81747,83139,2016,CAMIONETA,MITSUBISHI,L200 DAKAR M/T,2400,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
KTJC-59,9,2021-04-01,2021,Pagado internet,Total,CT160011919,RIO IBAÑEZ,RIO IBAÑEZ,116399,118381,2019,CAMIONETA,MAZDA,BT50,2200,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
GLGC-84,0,2021-04-06,2021,Pagado internet,Total,CT235013614,RIO IBAÑEZ,RIO IBAÑEZ,71405,72621,2014,CAMIONETA,TOYOTA,HILUX EURO 5,3000,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
BWZP-28,0,2021-03-15,2021,Pagado internet,Total,CT166001493,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,1993,CAMIONETA,MITSUBISHI,L200,2500,Norm,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JZBV-55,1,2021-03-22,2021,Pagado internet,Total,CT050030318,RIO IBAÑEZ,RIO IBAÑEZ,92050,92051,2018,CAMIONETA,CHEVROLET,D-MAX,2500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JPFL-74,9,2021-03-31,2021,Pagado internet,Total,VN111006601,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2001,STATION WAGON,HYUNDAI,GRACE SPR TD AC,2500,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
CSLK-54,0,2021-05-07,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,51489,51489,2011,MINIBUS TRANS  PASAJERO,HYUNDAI,NEW H1GLTCI 2,2500,EQUI,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-05-31 00:00:00.000
RL-1035,1,2021-03-16,2021,Pago Fisico,Total,CT050003798,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,1998,CAMIONETA,CHEVROLET,LUV 2.3 D/C,2300,Norm,Benc,Mec,500,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
UP-1850,5,2021-06-07,2021,Pago Fisico,Total,SD162011102,RIO IBAÑEZ,RIO IBAÑEZ,25489,26875,2002,MINIBUS PARTICULAR,MERCEDES BENZ,312D3550,2300,FULL,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
PW-3311,0,2021-03-25,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,1997,CAMIONETA,TOYOTA,DYNA 4X4,4214,NORM,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
DDKJ-72,0,2021-07-09,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,51489,53352,2006,MINIBUS TRANS  PASAJERO,HYUNDAI,STAREX 2.5,2500,EQUI,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-05-31 00:00:00.000
CCBC-41,2,2021-05-06,2021,Pago Fisico,2da. Cuota,SU106000898,RIO IBAÑEZ,RIO IBAÑEZ,24837,14619,1998,STATION WAGON,HONDA,ACCORD LX,2200,Equi,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-03-31 00:00:00.000
DZVZ-56,2,2021-06-02,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,51489,52261,2013,TAXI BASICO,CHEVROLET,SAIL II LS 1.4,1400,EQUI,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-05-31 00:00:00.000
FHCK-62,4,2021-02-26,2021,Pago Fisico,Total,CT166005913,RIO IBAÑEZ,RIO IBAÑEZ,35503,35503,2013,CAMIONETA,MITSUBISHI,L200 KATANA CRM,2500,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
CBRG-58,7,2021-07-19,2021,Pago Fisico,Total,SU176002794,RIO IBAÑEZ,RIO IBAÑEZ,25489,27343,1994,STATION WAGON,NISSAN,TERRANO,3000,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HLYR-31,K,2021-08-16,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,51489,54182,2016,MINIBUS DE TURISMO,JAC,SUNRAY 2.8,2800,EQUI,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-05-31 00:00:00.000
GZJD-49,K,2021-03-11,2021,Pago Fisico,Total,SU132002902,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2002,STATION WAGON,KIA MOTORS,SPORTAGE GRAND II DLX DAB,2000,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
KTPJ-71,1,2021-04-01,2021,Pago Fisico,Total,SD197015019,RIO IBAÑEZ,RIO IBAÑEZ,26741,27142,2019,AUTOMOVIL,RENAULT,SYMBOL ZEN MT,1600,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
HBWP-37,9,2021-07-27,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,51489,53352,2012,MINIBUS,HYUNDAI,GRAND STARTEX 2.5,2500,FULL,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-05-31 00:00:00.000
JJGB-45,1,2021-09-22,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,51489,55397,2017,MINIBUS,JAC,SUNRAY GLA 2.8,2800,EQUI,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-05-31 00:00:00.000
JRHD-48,1,2021-02-12,2021,Pago Fisico,2da. Cuota,CT166006617,RIO IBAÑEZ,RIO IBAÑEZ,91789,51230,2017,CAMIONETA,MITSUBISHI,L200 KATANA CRT,2400,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2021-03-31 00:00:00.000
JRHD-48,1,2021-03-30,2021,Pago Fisico,Total,CT166006617,RIO IBAÑEZ,RIO IBAÑEZ,82759,82759,2017,CAMIONETA,MITSUBISHI,L200 KATANA CRT,2400,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JXGX-97,2,2021-03-24,2021,Pago Fisico,Total,SU227012702,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2002,AUTOMOVIL,SUBARU,IMPREZA,2000,Full,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JRXL-87,6,2021-09-28,2021,Pago Fisico,Total,CT160012617,RIO IBAÑEZ,RIO IBAÑEZ,119918,133455,2017,CAMIONETA,MAZDA,BT50,3200,Full,Dies,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
GKKG-17,5,2021-05-10,2021,Pago Fisico,Total,CT160011514,RIO IBAÑEZ,RIO IBAÑEZ,57982,59721,2014,CAMIONETA,MAZDA,BT50,2200,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
LSBV-94,2,2021-07-27,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,125740,134884,2020,CAMIONETA,MAXUS,T60 D CAB GLX 2.8 AUT,2800,FULL,DIES,AUT,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
FDFR-41,0,2021-05-31,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,51489,51489,2013,MINIBUS,JAC,SUNRAY 2.8,2800,equi,dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-05-31 00:00:00.000
UV-4390,1,2021-07-15,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,51489,53352,2002,MINIBUS,HYUNDAI,GRASE 15 SUPER 2.6,2600,NORM,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-05-31 00:00:00.000
GRZY-40,7,2021-05-31,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,51489,51489,2011,MINIBUS DE TURISMO,FORD,E350 5.4 AUT,5400,FULL,BENC,AUT,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-05-31 00:00:00.000
XX-4531,4,2021-04-12,2021,Pago Fisico,Total,CT176018704,RIO IBAÑEZ,RIO IBAÑEZ,25489,25871,2004,CAMIONETA,NISSAN,TERRANO,3200,Equi,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JGSH-77,1,2021-04-09,2021,Pago Fisico,Total,CT235004001,RIO IBAÑEZ,RIO IBAÑEZ,25489,25923,2001,CAMIONETA,TOYOTA,HILUX C/S DLX,2400,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
BWZL-34,2,2021-03-24,2021,Pago Fisico,Total,SU162001501,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2001,STATION WAGON,MERCEDES BENZ,ML 320,3200,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
XH-4268,9,2021-04-14,2021,Pago Fisico,Total,SD235012504,RIO IBAÑEZ,RIO IBAÑEZ,25489,25871,2004,AUTOMOVIL,TOYOTA,YARIS XLI,1500,Norm,Benc,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
CTZZ-44,4,2021-03-16,2021,Pago Fisico,Total,SU235003803,RIO IBAÑEZ,RIO IBAÑEZ,29087,29087,1997,STATION WAGON,TOYOTA,RAV 4 4X4 2.0,2000,FULL,BENC,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
KCJP-58,9,2021-03-31,2021,Pago Fisico,Total,SU121002608,RIO IBAÑEZ,RIO IBAÑEZ,25489,25489,2008,JEEP,JEEP,COMPASS SPORT 4X4,2400,Full,Benc,Aut,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
JXGW-96,8,2021-08-16,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,51489,54182,2018,MINIBUS DE TURISMO,JAC,SUNRAY GLA 2.8,2800,EQUI,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-05-31 00:00:00.000
DBZC-45,8,2021-07-23,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,25489,27343,2004,CAMIONETA,NISSAN,TERRANO C/S DI.4X4 L4510,3200,NORM,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
GCYY-32,0,2021-05-07,2021,Pago Fisico,Total,CT166006014,RIO IBAÑEZ,RIO IBAÑEZ,42881,42881,2014,CAMIONETA,MITSUBISHI,L200 KATANA CRT,2500,Full,Dies,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
FPHS-20,1,2021-09-23,2021,Pago Fisico,Total,VN111006603,RIO IBAÑEZ,RIO IBAÑEZ,25489,28366,2003,MINIBUS PARTICULAR,HYUNDAI,GRACE,2500,Full,Diés,Mec,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-03-31 00:00:00.000
GRZY-97,0,2021-05-31,2021,Pago Fisico,Total,NULL,RIO IBAÑEZ,RIO IBAÑEZ,51489,51489,2015,MINIBUS TRANS  PASAJERO,JAC,SUNRAY,2800,FULL,DIES,MEC,0,264,RIO IBAÑEZ,RIO IBAÑEZ,2022-05-31 00:00:00.000
